kanji_char	word	reading	pos	en_gloss	frequency_rank	han_viet
店	百貨店	ひゃっかてん	n	department store	15748	bá hoá điếm
電	祝電	しゅくでん	n	congratulatory telegram	10635	chúc ?
電	送電	そうでん	n	transmission of electricity; electricity supply; power supply	12848	tống ?
電	蓄電池	ちくでんち	n	storage battery	13607	? ? trì
電	弔電	ちょうでん	n	telegram of condolence	13776	điếu ?
電	停電	ていでん	n	power outage; power failure; power cut; blackout	14054	đình ?
電	電圧	でんあつ	n	voltage	14277	? ?
電	電化	でんか	n	electrification	14278	? hoá
電	電器	でんき	n	electric (goods)	14279	? khí
電	電機	でんき	n	electrical machinery; appliances	14280	? cơ
電	電気	でんき	n	electricity	14281	? ?
電	電気製品	でんきせいひん	n	electronic goods	14282	? ? chế phẩm
電	電球	でんきゅう	n	light bulb	14283	? cầu
土	土器	どき	n	earthenware	14367	thổ khí
土	土建屋	どけんや	n	general (civil engineering and construction) contractor	14368	thổ kiến ốc
土	土産	みやげ	n	local specialty or souvenir bought as a gift while travelling	14370	thổ sản
土	土手	どて	n	embankment; bank	14371	thổ thủ
土	土壌	どじょう	n	soil	14372	thổ ?
土	土人	どじん	n	native; aboriginal	14373	thổ nhân
土	土星	どせい	n	Saturn (planet)	14374	thổ tinh
土	土石	どせき	n	earth and stones	14375	thổ thạch
土	土足	どそく	n	shod feet; wearing shoes	14376	thổ túc
土	土台	どだい	n	foundation; base; basis	14377	thổ thai
土	土壇場	どたんば	n	last moment; eleventh hour	14378	thổ đàn trường
土	土地	とち	n	plot of land; lot; soil	14379	thổ địa
東	東京	とうきょう	n	Tokyo	14449	đang kinh
東	東経	とうけい	n	east longitude	14450	đang ?
東	東口	ひがしぐち	n	east entrance; east exit	14451	đang khẩu
東	東西	とうざい	n	east and west	14452	đang tây
東	東都	とうと	n	the Eastern Capital (now Tokyo); Yedo; Edo	14453	đang đô
東	東部	とうぶ	n	eastern part; the east (of a region)	14455	đang bộ
東	東方	とうほう	n	eastern direction	14456	đang phương
東	東邦	とうほう	n	Oriental country; the Orient	14457	đang vâng
東	東洋	とうよう	n	the East; the Orient; (East) Asia	14459	đang dương
東	東側	ひがしがわ	n	east side; east bank	18651	đang trắc
東	南東	なんとう	n	southeast	18673	nam đang
東	北東	ほくとう	n	northeast	18747	? đang
道	帰り道	かえりみち	n	the way back; the way home; return trip	6620	? đạo
道	軌道	きどう	n	orbit; trajectory	6739	quẫy đạo
道	弓道	きゅうどう	n	kyūdō; kyudo; Japanese archery	6901	cung đạo
道	筋道	すじみち	n	reason; logic	7302	gân đạo
道	剣道	けんどう	n	kendo; Japanese martial art using bamboo swords	7819	? đạo
道	県道	けんどう	n	prefectural road	7898	? đạo
道	坑道	こうどう	n	tunnel; (mining) gallery; level; shaft; pit	8478	ganh đạo
道	高速道路	こうそくどうろ	n	highway; freeway; expressway; motorway	8757	cao tốc đạo lộ
道	国道	こくどう	n	national road; national highway	8866	? đạo
道	坂道	さかみち	n	hill road	9216	phẳng đạo
道	参道	さんどう	n	road approaching a shrine	9344	? đạo
道	山道	やまみち	n	mountain road; mountain trail	9366	sơn đạo
読	読み書き	よみかき	n	reading and writing	14761	? thư
読	読み上げる	よみあげる	v1	to read out; to read aloud; to call out	14762	? thượng
読	読み返す	よみかえす	v5s	to reread; to read again	14763	? phản
読	読み方	よみかた	n	pronunciation; reading (e.g. of a kanji)	14764	? phương
読	読む	よむ	v5m	to read	14765	?
読	読者	どくしゃ	n	reader	14766	? ?
読	読書	どくしょ	n	reading (books)	14767	? thư
読	読売	よみうり	n	Yomiuri (newspaper, etc. group)	14768	? ?
読	必読	ひつどく	n	must-read; required reading	15733	tất ?
読	秒読み	びょうよみ	n	countdown	15812	? ?
読	立ち読み	たちよみ	n	reading while standing (in a bookstore, etc.); browsing (i.e. reading an item but not buying it)	17833	lập ?
読	朗読	ろうどく	n	reading aloud; recitation	18169	lãng ?
南	南口	みなみぐち	n	south entrance; south exit	14853	nam khẩu
南	南蛮	なんばん	n	southern barbarians (name used in ancient China for non-Chinese ethnic groups to the south)	14854	nam man
南	南部	なんぶ	n	southern part; the south (of a region)	14855	nam bộ
南	南米	なんべい	n	South America	14856	nam ?
南	南方	なんぽう	n	the south; southward; southern direction	14857	nam phương
南	南瓜	かぼちゃ	n	pumpkin (Cucurbita sp.); squash	18670	nam qua
南	南西	なんせい	n	southwest	18671	nam tây
南	南側	みなみがわ	n	south side	18672	nam trắc
南	南東	なんとう	n	southeast	18673	nam đang
南	南氷洋	なんひょうよう	n	Antarctic Ocean	18674	nam ? dương
南	南北問題	なんぼくもんだい	n	North-South problem	21303	nam ? ? ?
二	二の次	にのつぎ	exp	secondary; of secondary importance	14882	nhì thứ
二	二院	にいん	n	the two houses of legislature	14883	nhì viện
二	二回	にかい	n	twice	14884	nhì hồi
二	二階	にかい	n	second floor; upstairs	14885	nhì giai
二	二割	にわり	n	20 percent	14886	nhì cắt
二	二宮	にぐう	n	the Two Ise Shrines	14887	nhì ?
二	二軍	にぐん	n	second team; reserve team; farm team; second-string players	14888	nhì quân
二	二月	にがつ	n	February	14889	nhì nguyệt
二	二号	にごう	n	number two	14890	nhì hiệu
二	二酸化炭素	にさんかたんそ	n	carbon dioxide; CO2	14891	nhì ? hoá than tố
二	二死	にし	n	two out; two down (and one to go)	14892	nhì tợ
二	二次	にじ	adj-no	second	14893	nhì thứ
日	給料日	きゅうりょうび	n	payday; pay day	6966	cấp liệu nhật
日	近日	きんじつ	n	soon; in a few days	7331	cận nhật
日	金曜日	きんようび	n	Friday	7356	kim ? nhật
日	９日	ここのか	n	9th day of the month	7371	nhật
日	月日	つきひ	n	time; years; days; (one's) life	7786	nguyệt nhật
日	月曜日	げつようび	n	Monday	7793	nguyệt ? nhật
日	元日	がんじつ	n	New Year's Day	7981	nguyên nhật
日	５日	いつか	n	5th day of the month	8213	nhật
日	後日	ごじつ	n	in the future; another day; later	8254	hậu nhật
日	抗日	こうにち	n	resistance against Japanese aggression; anti-Japanese (campaign, movement, etc.)	8548	kháng nhật
日	今日は	こんにちは	int	hello; good day; good afternoon	8944	kim nhật
日	今日的	こんにちてき	adj-na	modern; up-to-date	8945	kim nhật đích
入	吸入	きゅうにゅう	n	inhalation	6895	cộp nhập
入	購入	こうにゅう	n	purchase; buying	8702	? nhập
入	混入	こんにゅう	n	mixing; blending; adding; adulteration	8988	hổn nhập
入	歳入	さいにゅう	n	annual revenue (government); annual income (government); budget receipts	9137	tuế nhập
入	参入	さんにゅう	n	entering (the marketplace); introducing (something) to the market; access	9345	? nhập
入	仕入れ	しいれ	n	buying (of stock, materials, etc.); purchasing; stocking; laying in; procurement	9445	sĩ nhập
入	仕入れる	しいれる	v1	to buy (stock, materials, etc.); to purchase; to lay in; to stock; to procure	9446	sĩ nhập
入	四捨五入	ししゃごにゅう	n	rounding (off; a number); rounding half away from zero	9500	tứ xả ngũ nhập
入	借り入れ	かりいれ	n	borrowing (money)	10151	tá nhập
入	借入金	かりいれきん	n	loan; loan payable; debt	10155	tá nhập kim
入	取り入れる	とりいれる	v1	to take in; to gather in	10247	thủ nhập
入	手に入る	てにはいる	exp	to obtain; to come into possession of; to get hold of; to get one's hands on	10263	thủ nhập
年	学年	がくねん	n	academic year; school year	6111	? nên
年	去年	きょねん	n	last year	6982	khứ nên
年	近年	きんねん	n	recent years	7332	cận nên
年	元年	がんねん	n	first year (of an imperial era)	7982	nguyên nên
年	お年玉	おとしだま	n	New Year's gift (usu. money given to a child by relatives and visitors)	8279	nên ngọc
年	光年	こうねん	n	light-year	8359	quang nên
年	厚生年金	こうせいねんきん	n	welfare pension	8445	? sinh nên kim
年	更年期	こうねんき	n	menopause; climacteric	8574	canh nên kì
年	再来年	さらいねん	n	year after next	9087	tái ? nên
年	昨年	さくねん	n	last year	9252	? nên
年	周年	しゅうねん	n	whole year; entire year	10429	chu nên
年	少年	しょうねん	n	boy	11028	thiểu nên
買	買収	ばいしゅう	n	acquisition (esp. corporate); buy-out; takeover; purchase	15290	mãi ?
買	売買	ばいばい	n	trade; buying and selling; trafficking (e.g. of humans, arms, drugs); dealing	15302	? mãi
買	買い占め	かいしめ	n	buying up of goods; cornering (market)	18975	mãi chiêm
買	買い手	かいて	n	buyer	18976	mãi thủ
買	買い物	かいもの	n	shopping; purchased goods	18978	mãi vật
買	買い占める	かいしめる	v1	to buy up	19829	mãi chiêm
買	ドル買い	ドルかい	n	dollar purchase	20139	mãi
買	買い	かい	n	buying; shopping	20543	mãi
買	買い入れ	かいいれ	n	buying; purchasing; laying in	21170	mãi nhập
買	買い上げ	かいあげ	n	buying; purchasing; procurement	21171	mãi thượng
買	買い付け	かいつけ	n	buying (in large quantities); (wholesale) purchase; buying in	21172	mãi phó
買	買い控え	かいびかえ	n	restrained buying	21173	mãi khống
白	白い	しろい	adj-i	white	15330	bạch
白	白バイ	しろバイ	n	motorcycle police	15331	bạch
白	白衣	はくい	n	white clothes; white robe	15332	bạch y
白	白羽	しらは	n	white feather	15333	bạch võ
白	白樺	しらかば	n	Japanese white birch (Betula platyphylla var. japonica)	15334	bạch ?
白	白菊	しらぎく	n	white chrysanthemum	15335	bạch cúc
白	白血球	はっけっきゅう	n	white blood cell; leukocyte; leucocyte	15336	bạch huyết cầu
白	白血病	はっけつびょう	n	leukemia; leukaemia	15337	bạch huyết bệnh
白	白黒	しろくろ	n	black and white; monochrome	15338	bạch ?
白	白菜	はくさい	n	napa cabbage (Brassica rapa subsp. pekinensis); nappa cabbage; Chinese cabbage	15339	bạch ?
白	白紙	はくし	n	white paper; flyleaf	15340	bạch chỉ
白	白書	はくしょ	n	white paper (government report)	15341	bạch thư
八	八分音符	はちぶおんぷ	n	8th note; eighth note; quaver	15388	bát phân âm bùa
八	八方	はっぽう	n	all sides; the four cardinal directions and the four ordinal directions	15389	bát phương
八	十八番	じゅうはちばん	n	one's favourite party trick (favorite); one's specialty; one's forte	18554	thập bát phan
八	八	はち	num	eight; 8	18698	bát
八	八つ	やっつ	num	eight	18699	bát
八	八丁	はっちょう	n	skillfulness	19469	bát đinh
八	八幡	はちまん	n	Hachiman (god of war)	20338	bát phan
八	八十	はちじゅう	num	eighty; 80	20675	bát thập
八	八重	やえ	adj-no	eightfold; octuple	20949	bát trọng
八	十八日	じゅうはちにち	n	18th day of the month	22324	thập bát nhật
八	二十八日	にじゅうはちにち	n	28th day of the month	22331	nhì thập bát nhật
半	大半	たいはん	n	majority; more than half; most (of)	13295	đại bán
半	中途半端	ちゅうとはんぱ	adj-na	halfway; half measures; unfinished; incomplete; by halves; half-baked; half-cocked; half-hearted; half-arsed; half-assed	13689	trung đồ bán đoan
半	朝鮮半島	ちょうせんはんとう	n	Korean peninsula	13804	triều tiên bán đảo
半	半	はん	n-pref	half; semi-; partial	15474	bán
半	半ば	なかば	n	middle; halfway; midway	15475	bán
半	半額	はんがく	n	half the amount (of money); half price; half fare	15476	bán ngạch
半	半官半民	はんかんはんみん	n	semi-governmental; semi-official	15477	bán quan bán dân
半	半期	はんき	n	half-term; half-time; half period	15478	bán kì
半	半径	はんけい	n	radius	15479	bán ?
半	半減	はんげん	n	reduction by half; halving	15480	bán giảm
半	半周	はんしゅう	n	semicircle; hemicycle; half globe	15481	bán chu
半	半熟	はんじゅく	adj-no	half-cooked; half-done; soft-boiled	15482	bán thục
百	百貨店	ひゃっかてん	n	department store	15748	bá hoá điếm
百	百合	ゆり	n	lily (Lilium spp.)	15749	bá hợp
百	百姓	ひゃくしょう	n	farmer; peasant; farm laborer; farmhand	15750	bá tính
百	百万	ひゃくまん	num	1,000,000; one million; million	15751	bá vạn
百	百科事典	ひゃっかじてん	n	encyclopedia; encyclopaedia	19539	bá khoa sự điển
百	二百	にひゃく	num	200; two hundred	20718	nhì bá
百	四百	よんひゃく	num	400; four hundred	21219	tứ bá
百	千九百年代	せんきゅうひゃくねんだい	n	the 1900s	21479	thiên cửu bá nên đại
父	父兄	ふけい	n	guardians; parents	16021	? huynh
父	父子	ふし	n	father and child; father and son; father and daughter	16022	? tí
父	父親	ちちおや	n	father	16023	? thân
父	父母	ふぼ	n	father and mother; parents	16024	? mẫu
父	父方	ちちかた	n	father's side of family	16025	? phương
父	養父	ようふ	n	foster father; adoptive father	17668	dưỡng ?
父	叔父	おじ	n	uncle	19761	thúc ?
父	亡父	ぼうふ	n	deceased father; late father	19768	vong ?
父	父さん	とうさん	n	father; dad; papa; pa; pop; daddy; dada	19915	?
父	養父母	ようふぼ	n	adoptive parents	21308	dưỡng ? mẫu
分	核分裂	かくぶんれつ	n	nuclear fission	6044	hạch phân ?
分	幾分	いくぶん	adv	somewhat; to some extent; to some degree	6567	? phân
分	気分	きぶん	n	feeling; mood	6671	? phân
分	気分転換	きぶんてんかん	n	change of pace; change of mood; (mental) break (e.g. going for a walk); refreshment	6672	? phân ? ?
分	区分	くぶん	n	division; section; demarcation; partition; segmentation; compartment; (traffic) lane	7383	? phân
分	見分ける	みわける	v1	to distinguish; to recognize; to recognise; to tell apart; to differentiate	7947	kiến phân
分	言い分	いいぶん	n	one's say; one's point; one's case; one's claim	8088	ngôn phân
分	五分	ごぶ	n	half; 50%	8214	ngũ phân
分	細分	さいぶん	n	subdivision (into small parts)	9168	tới phân
分	使い分け	つかいわけ	n	proper use; using (different things) for different purposes	9457	sứ phân
分	自分	じぶん	pn	myself; yourself; oneself; himself; herself	9947	tự phân
分	自分自身	じぶんじしん	pn	oneself; myself	9948	tự phân tự thân
聞	聞き取り	ききとり	n	listening comprehension; aural comprehension	16295	? thủ
聞	聞き取る	ききとる	v5r	to catch (someone's words); to make out; to follow; to understand	16296	? thủ
聞	聞き手	ききて	n	hearer; listener; audience	16297	? thủ
聞	聞く	きく	v5k	to hear	19056	?
聞	聞こえる	きこえる	v1	to be heard; to be audible; to reach one's ears	19059	?
聞	聴聞	ちょうもん	n	listening; hearing	21327	? ?
聞	聞き書き	ききがき	n	writing down what one hears; account of what one hears	21367	? thư
聞	新聞記事	しんぶんきじ	n	newspaper story (article, account)	21552	tân ? kí sự
母	祖母	そぼ	n	grandmother	12632	? mẫu
母	父母	ふぼ	n	father and mother; parents	16024	? mẫu
母	分母	ぶんぼ	n	denominator	16232	phân mẫu
母	母	はは	n	mother	16547	mẫu
母	母音	ぼいん	n	vowel	16548	mẫu âm
母	母校	ぼこう	n	alma mater	16549	mẫu chò
母	母国	ぼこく	n	one's home country; one's homeland	16550	mẫu ?
母	母国語	ぼこくご	n	language of one's country; mother tongue; native language	16551	mẫu ? ngữ
母	母子	ぼし	n	mother and child	16552	mẫu tí
母	母親	ははおや	n	mother	16553	mẫu thân
母	母性	ぼせい	n	motherhood; maternity	16554	mẫu tính
母	母体	ぼたい	n	mother's body (esp. when pregnant or after giving birth)	16555	mẫu thể
北	北海	ほっかい	n	northern sea	16752	? hải
北	北海道	ほっかいどう	n	Hokkaido (island, prefectural-level administrative unit)	16753	? hải đạo
北	北海道開発庁長官	ほっかいどうかいはつちょうちょうかん	n	Director General of Hokkaido Development Agency	16754	? hải đạo khai ? ? trường quan
北	北京	ペキン	n	Beijing (China); Peking	16755	? kinh
北	北極	ほっきょく	n	North Pole	16756	? cực
北	北極圏	ほっきょくけん	n	Arctic Circle; the Arctic	16757	? cực ?
北	北口	きたぐち	n	north entrance; north exit	16758	? khẩu
北	北上	ほくじょう	n	going north	16759	? thượng
北	北西	ほくせい	n	northwest	16760	? tây
北	北端	ほくたん	n	northern extremity	16761	? đoan
北	北朝鮮	きたちょうせん	n	North Korea	16762	? triều tiên
北	北部	ほくぶ	n	northern part; the north (of a region)	16763	? bộ
本	元本	がんぽん	n	principal; capital	7983	nguyên bản
本	原本	げんぽん	n	original (document, copy, work, text, etc.)	8020	nguyên bản
本	古本屋	ふるほんや	n	secondhand bookshop; secondhand bookstore; secondhand bookseller	8135	cổ bản ốc
本	根本的	こんぽんてき	adj-na	fundamental; basic	8978	căn bản đích
本	三本	さんぼん	n	three (long cylindrical things)	9320	tam bản
本	資本	しほん	n	funds; capital	9740	? bản
本	資本金	しほんきん	n	capital stock	9741	? bản kim
本	資本主義	しほんしゅぎ	n	capitalism	9742	? bản chúa nghĩa
本	手本	てほん	n	model; (good) example; exemplar; paragon	10317	thủ bản
本	抄本	しょうほん	n	excerpt; abridgment; abridgement; book of selections	11041	sao bản
本	台本	だいほん	n	script; libretto; scenario	13201	thai bản
本	拓本	たくほん	n	rubbing; rubbed copy	13339	? bản
毎	毎日	まいにち	n	every day; daily	16887	? nhật
毎	毎晩	まいばん	n	every night	16888	? ?
毎	毎月	まいつき	adv	every month; each month; monthly	18754	? nguyệt
毎	毎年	まいとし	adv	every year; yearly; annually	18755	? nên
毎	毎日のように	まいにちのように	exp	almost every day; almost daily	22373	? nhật
万	万年	まんねん	n	ten thousand years; eternity	16917	vạn nên
万	万年筆	まんねんひつ	n	fountain pen	16918	vạn nên bút
万	万里	ばんり	n	thousands of miles	16919	vạn lịa
万	万	まん	num	10,000; ten thousand	18757	vạn
万	万人	ばんにん	n	all people; everybody	18758	vạn nhân
万	万全	ばんぜん	n	perfection; flawlessness	18759	vạn toàn
万	万能	ばんのう	adj-no	all-purpose; utility; universal	18760	vạn năng
万	万歳	ばんざい	int	banzai; hurray; hurrah; hooray	19495	vạn tuế
万	数万	すうまん	n	tens of thousands	21009	? vạn
万	１万	いちまん	num	10,000; ten thousand	21938	vạn
名	指名手配	しめいてはい	n	putting (a named suspect) on the wanted list	9604	chỉ danh thủ phối
名	氏名	しめい	n	(full) name; identity	9655	thị danh
名	実名	じつめい	n	real name	10064	? danh
名	社名	しゃめい	n	company name; name of a company	10120	xã danh
名	襲名	しゅうめい	n	succession to another's professional name	10496	tập danh
名	署名	しょめい	n	signature; autograph	10845	thợ danh
名	書名	しょめい	n	book title	10866	thư danh
名	除名	じょめい	n	striking off a name; dropping a name (from a list); expulsion; excommunication	10922	trừ danh
名	振り仮名	ふりがな	n	furigana; kana printed above or next to kanji to indicate pronunciation	11441	chấn ? danh
名	人名	じんめい	n	person's name	11717	nhân danh
名	姓名	せいめい	n	(full) name; family name and given name	11927	tính danh
名	送り仮名	おくりがな	n	kana written after a kanji to complete the full (usually kun) reading of the word; declensional kana ending	12838	tống ? danh
木	土木	どぼく	n	engineering works; civil engineering; public works	14383	thổ mộc
木	柏木	かしわぎ	n	oak tree	15326	bách mộc
木	苗木	なえぎ	n	seedling; sapling; young tree	15815	meo mộc
木	本木	もとき	n	original stock	16838	bản mộc
木	木	き	n	tree; shrub; bush	17243	mộc
木	木の芽	きのめ	n	leaf bud	17244	mộc ?
木	木の実	きのみ	n	fruit of a tree; nut; berry	17245	mộc ?
木	木の葉	このは	exp	leaf (of a tree); tree leaves; foliage	17246	mộc diệp
木	木陰	こかげ	n	shade of a tree; bower	17247	mộc âm
木	木戸	きど	n	wicket gate; wooden door	17248	mộc ?
木	木材	もくざい	n	lumber; timber; wood	17249	mộc ?
木	木場	きば	n	lumberyard	17250	mộc trường
目	曲目	きょくもく	n	name of a piece of music; (musical) number	7252	khúc mục
目	項目	こうもく	n	item; heading; category; clause	8723	hạng mục
目	細目	さいもく	n	particulars; details; specified items	9170	tới mục
目	蛇の目	じゃのめ	n	bull's-eye (pattern); double ring (pattern)	10143	xà mục
目	種目	しゅもく	n	item; event	10336	chõng mục
目	選択科目	せんたくかもく	n	elective subject or course	12507	tuyển ? khoa mục
目	多目的	たもくてき	adj-na	multipurpose	13020	đa mục đích
目	駄目	だめ	adj-na	no good; not serving its purpose; useless; broken	13065	? mục
目	着目	ちゃくもく	n	attention; giving one's attention; focusing	13636	? mục
目	注目	ちゅうもく	n	notice; attention; observation	13739	chú mục
目	丁目	ちょうめ	n	district of a town; city block (of irregular size)	13767	đinh mục
目	二枚目	にまいめ	n	handsome man	14912	nhì mai mục
友	友情	ゆうじょう	n	friendship; fellowship; camaraderie	17424	hữu tình
友	友人	ゆうじん	n	friend	17425	hữu nhân
友	友達	ともだち	n	friend; companion	17426	hữu đạt
友	僚友	りょうゆう	n	colleague; workmate; comrade; coworker	17907	liêu hữu
友	戦友	せんゆう	n	comrade in arms; war buddy; fellow soldier	21331	? hữu
来	去来	きょらい	n	coming and going; recurring (esp. thoughts)	6983	khứ ?
来	元来	がんらい	adv	originally; essentially; naturally; by nature; really; actually	7984	nguyên ?
来	古来	こらい	adv	from ancient times; from old times; from time immemorial	8136	cổ ?
来	行ったり来たり	いったりきたり	exp	going to and fro; back and forth	8673	hàng ?
来	再来	さいらい	n	return; coming back	9084	tái ?
来	再来月	さらいげつ	n	month after next	9085	tái ? nguyệt
来	再来年	さらいねん	n	year after next	9087	tái ? nên
来	在来	ざいらい	n	pre-existing; already there; conventional	9196	tại ?
来	従来	じゅうらい	n	up to now; so far	10571	? ?
来	出来	しゅったい	n	occurrence; happening; taking place	10714	xuất ?
来	出来	でき	n	workmanship; craftsmanship; execution; finish	10715	xuất ?
来	出来る	できる	v1	to be able to do; to be possible; to be permitted (to do)	10716	xuất ?
立	県立	けんりつ	adj-no	prefectural; managed by a prefectural government	7901	? lập
立	孤立	こりつ	n	isolation; being alone; being friendless	8161	cô lập
立	公立	こうりつ	n	public (institution)	8425	công lập
立	国立	こくりつ	adj-no	national; founded and run by the central government	8883	? lập
立	際立つ	きわだつ	v5t	to be prominent; to be conspicuous; to stand out; to be outstanding; to be remarkable; to be striking; to be notable	9185	? lập
立	仕立て	したて	n	tailoring; sewing; cut	9452	sĩ lập
立	仕立てる	したてる	v1	to tailor; to make (clothing)	9453	sĩ lập
立	市立	しりつ	n	municipal; city	9557	thị lập
立	私立	しりつ	n	private (establishment)	9673	tư lập
立	自立	じりつ	n	independence; self-reliance	9957	tự lập
立	手立て	てだて	n	means; method	10318	thủ lập
立	樹立	じゅりつ	n	establishment; founding; setting (a record)	10405	thụ lập
六	二十六日	にじゅうろくにち	n	26th day of the month	22329	nhì thập lục nhật
話	作り話	つくりばなし	n	fiction; made-up story; fable; fabrication; myth	9226	tác thoại
話	実話	じつわ	n	true story	10071	? thoại
話	手話	しゅわ	n	sign language	10319	thủ thoại
話	受話器	じゅわき	n	(telephone) receiver	10390	thụ thoại khí
話	神話	しんわ	n	myth; mythology	11575	thần thoại
話	世話	せわ	n	care; looking after; help; assistance; aid	11898	thế thoại
話	世話人	せわにん	n	sponsor; manager; caretaker	11899	thế thoại nhân
話	昔話	むかしばなし	n	old tale; folk tale; legend	12204	tích thoại
話	挿話	そうわ	n	episode; side story; story within a story; aside; anecdote	12723	thọc thoại
話	対話	たいわ	n	dialogue; conversation; talk; discussion; communication	13112	? thoại
話	談話	だんわ	n	talk; conversation; dialogue	13511	đàm thoại
話	長話	ながばなし	n	long talk	13881	trường thoại
