kanji_char	word	reading	pos	en_gloss	frequency_rank	han_viet	vi_meaning
二	一石二鳥	いっせきにちょう	exp	killing two birds with one stone	4886	nhất thạch nhì điểu	một mũi tên trúng hai đích
二	十二	じゅうに	num	twelve; 12	10553	thập nhì	mười hai
二	十二月	じゅうにがつ	n	December	10554	thập nhì nguyệt	tháng Mười Hai
二	十二分	じゅうにぶん	adj-na	more than enough; more than ample; exhaustive	10555	thập nhì phân	quá đủ, dư dả
二	真っ二つ	まっぷたつ	n	in two equal parts	11530	chân nhì	chia đôi đều nhau
二	第二	だいに	n	second	13320	đậy nhì	thứ hai
二	二	に	num	two; 2	14880	nhì	hai
二	二つ	ふたつ	num	two	14881	nhì	hai (cái)
日	お誕生日おめでとうございます	おたんじょうびおめでとうございます	exp	happy birthday	83	? sinh nhật	chúc mừng sinh nhật
日	一日中	いちにちじゅう	adv	all day long; all the day; throughout the day	4922	nhất nhật trung	suốt cả ngày
日	何日	なんにち	n	what day	5503	? nhật	ngày nào, mấy ngày
日	火曜日	かようび	n	Tuesday	5632	hoả ? nhật	thứ Ba
日	幾日	いくにち	n	(for) how many days	6566	? nhật	mấy ngày, bao nhiêu ngày
日	期日	きじつ	n	fixed date; appointed date; set date	6590	kì nhật	hạn cuối, ngày hẹn
日	記念日	きねんび	n	memorial day; commemoration day; anniversary	6711	kí niệm nhật	ngày kỷ niệm
日	休日	きゅうじつ	n	holiday; day off	6885	hưu nhật	ngày nghỉ
入	押し入る	おしいる	v5r	to push in; to force into; to break in (e.g. into a house); to intrude	5300	áp nhập	đột nhập, xông vào
入	加入	かにゅう	n	joining (a club, organization, etc.); becoming a member; entry; admission; subscription; affiliation; signing (e.g. a treaty); taking out (insurance)	5526	gia nhập	gia nhập, tham gia
入	嫁入り	よめいり	n	marriage; wedding	5551	giá nhập	về nhà chồng
入	介入	かいにゅう	n	intervention	5730	giới nhập	can thiệp
入	刈り入れ	かりいれ	n	harvest	6201	? nhập	mùa gặt, thu hoạch
入	気に入る	きにいる	exp	to like; to be pleased with; to be delighted with; to take a liking to; to suit one's fancy	6633	? nhập	thích, ưng ý
入	記入	きにゅう	n	entry (in a form, register, diary, etc.); filling in; filling out	6709	kí nhập	điền vào, ghi vào
入	逆輸入	ぎゃくゆにゅう	n	reimportation; reimport; reverse import; importing back	6861	nghịch thâu nhập	nhập khẩu ngược lại
年	一周年	いっしゅうねん	n	one full year	4862	nhất chu nên	tròn một năm
年	一年間	いちねんかん	n	(period of) one year	4924	nhất nên gian	suốt một năm
年	一年生	いちねんせい	n	first-year student; first-year pupil	4925	nhất nên sinh	học sinh năm nhất
年	一年中	いちねんじゅう	n	all year round	4926	nhất nên trung	quanh năm
年	越年	えつねん	n	seeing the old year out; greeting the New Year; passing the winter; hibernation	5175	việt nên	đón năm mới, qua năm
年	往年	おうねん	n	years gone by; earlier years; former years; the past	5281	vãng nên	năm xưa, ngày xưa
年	何年	なんねん	n	how many years; how long	5504	? nên	mấy năm, năm nào
年	会計年度	かいけいねんど	n	fiscal year	5739	hội kể nên độ	năm tài chính
買	購買	こうばい	n	procurement; purchase; buying	8703	? mãi	mua sắm, mua vào
買	購買力	こうばいりょく	n	buying power; purchasing power	8704	? mãi lực	sức mua
買	青田買い	あおたがい	n	speculatively buying a rice harvest, while the fields are still green	12173	thanh điền mãi	đặt mua trước (lúa còn xanh)
買	仲買	なかがい	n	brokerage; broker	13712	? mãi	môi giới
買	買取	かいとり	n	purchase; buying; buying out	15286	mãi thủ	mua lại, thu mua
買	買い出し	かいだし	n	going out to shop; going shopping	15287	mãi xuất	đi mua sắm, đi chợ
買	買い入れる	かいいれる	v1	to purchase; to buy in	15288	mãi nhập	mua vào, nhập về
買	買う	かう	v5u	to buy; to purchase	15289	mãi	mua
白	明白	めいはく	adj-na	obvious; clear; plain; evident; apparent; explicit; overt	4	minh bạch	rõ ràng, hiển nhiên
白	空白	くうはく	n	blank space (in a document)	7451	không bạch	khoảng trống (trong văn bản)
白	潔白	けっぱく	n	innocence; guiltlessness; purity; uprightness; integrity	7740	khiết bạch	trong sạch, vô tội
白	紅白	こうはく	n	red and white; colours for festive or auspicious occasions (colors)	8629	hồng bạch	đỏ trắng (màu lễ hội)
白	告白	こくはく	n	confession (to a crime, wrongdoing, etc.); admission	8830	? bạch	thú nhận, tỏ tình
白	自白	じはく	n	confession; admission	9940	tự bạch	thú tội
白	青白い	あおじろい	adj-i	pale; pallid	12176	thanh bạch	xanh xao, tái nhợt
白	白	しろ	n	white	15329	bạch	trắng
八	三十八度線	さんじゅうはちどせん	n	38th parallel (that demarcates North Korea and South Korea)	9309	tam thập bát độ ?	vĩ tuyến 38
八	尺八	しゃくはち	n	shakuhachi; end-blown fippleless bamboo flute	10158	xích bát	sáo trúc shakuhachi
八	十八	じゅうはち	num	eighteen; 18	10557	thập bát	mười tám
八	八つ当たり	やつあたり	n	venting one's anger (on someone or something); taking out one's anger on	15382	bát ?	trút giận lên người khác
八	八月	はちがつ	n	August	15383	bát nguyệt	tháng Tám
八	八重桜	やえざくら	n	double-flowered cherry tree; double cherry blossoms	15384	bát trọng ?	hoa anh đào kép
八	八千代	やちよ	n	very long period; forever	15385	bát thiên đại	muôn đời, ngàn năm
八	八日	ようか	n	8th day of the month	15386	bát nhật	ngày mùng 8
半	過半数	かはんすう	n	majority	5701	quá bán ?	đa số, quá bán
半	後半	こうはん	n	second half; latter half	8258	hậu bán	nửa sau
半	四畳半	よじょうはん	n	four and a half tatami mats; four-and-a-half-mat room	9502	tứ ? bán	phòng 4 chiếu rưỡi
半	四半期	しはんき	n	quarter (of a year)	9504	tứ bán kì	quý (3 tháng)
半	上半期	かみはんき	n	first half of the year; first half of the fiscal year	11198	thượng bán kì	nửa đầu năm
半	上半身	じょうはんしん	n	upper half of the body; upper body	11199	thượng bán thân	nửa thân trên
半	折半	せっぱん	n	halving; splitting evenly; sharing equally	12292	chiết bán	chia đôi
半	前半戦	ぜんはんせん	n	first half of a game; first half of a match	12549	tiền bán ?	hiệp một
百	何百	なんびゃく	n	hundreds	5506	? bá	hàng trăm
百	三百	さんびゃく	num	300; three hundred	9319	tam bá	ba trăm
百	数百	すうひゃく	n	several hundred; hundreds (of)	11868	? bá	hàng trăm
百	二百十日	にひゃくとおか	n	210th day (from the first day of spring according to the lunar calendar); the storm day	14906	nhì bá thập nhật	ngày 210 (mùa bão)
百	二百二十日	にひゃくはつか	n	220th day; end of the storm period	14907	nhì bá nhì thập nhật	ngày 220 (cuối mùa bão)
百	八百屋	やおや	n	greengrocer; fruit and vegetable shop	15387	bát bá ốc	tiệm rau quả
百	百	ひゃく	num	hundred; 100	15746	bá	trăm
百	百億	ひゃくおく	num	10,000,000,000; ten billion	15747	bá ức	mười tỷ
父	お祖父さん	おじいさん	n	grandfather	77	? ?	ông
父	お父さん	おとうさん	n	father; dad; papa; pa; pop; daddy; dada	90	?	bố, cha
父	義父	ぎふ	n	father-in-law	6797	nghĩa ?	bố vợ, bố chồng, bố nuôi
父	神父	しんぷ	n	Catholic priest; abbe; reverend father; minister; padre	11571	thần ?	linh mục
父	親父	おやじ	n	one's father; one's old man; dad; pops	11597	thân ?	bố, ông già (gọi thân mật)
父	祖父	そふ	n	grandfather	12630	? ?	ông nội, ông ngoại
父	祖父母	そふぼ	n	grandparents	12631	? ? mẫu	ông bà
父	父	ちち	n	father	16020	?	cha, bố
分	一部分	いちぶぶん	n	one part; one portion; one section	4945	nhất bộ phân	một phần
分	一分	いちぶ	n	one tenth; one hundredth; one percent; one tenth of a sun; one quarter ryō (an old coin)	4947	nhất phân	một phần mười, một phần trăm
分	引き分け	ひきわけ	n	draw (in competition); tie game	5012	dẫn phân	hòa (trận đấu)
分	塩分	えんぶん	n	salt; salt content	5259	? phân	muối, độ mặn
分	応分	おうぶん	adj-na	according to one's abilities; appropriate; reasonable	5293	? phân	tùy theo khả năng, phù hợp
分	仮処分	かりしょぶん	n	provisional disposition; temporary injunction	5462	? ? phân	lệnh tạm thời
分	何分	なにぶん	n	some; any; (a) little; of some kind; of some sort	5507	? phân	dù sao, có phần
分	何分	なんぷん	n	what minute; how many minutes	5508	? phân	dù sao, có phần
聞	スポーツ新聞	スポーツしんぶん	n	sports newspaper	2064	tân ?	báo thể thao
聞	見聞	けんぶん	n	information; experience; knowledge; observation	7948	kiến ?	kiến văn, hiểu biết
聞	醜聞	しゅうぶん	n	scandal	10521	xấu ?	bê bối
聞	新聞	しんぶん	n	newspaper	11491	tân ?	báo (tin tức)
聞	新聞紙	しんぶんし	n	newsprint; newspaper used for wrapping, packing, etc.	11492	tân ? chỉ	giấy báo
聞	新聞社	しんぶんしゃ	n	newspaper company	11493	tân ? xã	tòa soạn báo
聞	前代未聞	ぜんだいみもん	n	unheard-of; unprecedented; unparalleled in history (unparallelled); record-breaking	12539	tiền đại mùi ?	chưa từng nghe, chưa từng có
聞	聞かす	きかす	v5s	to let (someone) hear; to tell (e.g. a story); to inform (of)	16294	?	cho nghe, kể (chuyện)
母	お祖母さん	おばあさん	n	grandmother	78	? mẫu	bà
母	お母さん	おかあさん	n	mother; mom; mum; ma	93	mẫu	mẹ
母	義母	ぎぼ	n	mother-in-law	6798	nghĩa mẫu	mẹ vợ, mẹ chồng, mẹ nuôi
母	空母	くうぼ	n	aircraft carrier	7453	không mẫu	tàu sân bay
母	賢母	けんぼ	n	wise mother	7959	hiền mẫu	hiền mẫu
母	航空母艦	こうくうぼかん	n	aircraft carrier	8659	hàng không mẫu ?	tàu sân bay
母	酵母	こうぼ	n	yeast; leaven	8707	? mẫu	men, men nở
母	聖母	せいぼ	n	mother of a holy person	12124	thánh mẫu	Đức Mẹ, thánh mẫu
北	東北	とうほく	n	north-east	14458	đang ?	đông bắc
北	南北	なんぼく	n	north and south; north to south	14858	nam ?	bắc nam
北	敗北	はいぼく	n	defeat; loss; reverse; setback	15238	bại ?	thua cuộc, bại trận
北	北	きた	n	north	16747	?	bắc
北	北北東	ほくほくとう	n	north-northeast; north-north-east	16748	? ? đang	đông bắc bắc
北	北アイルランド	きたアイルランド	n	Northern Ireland	16749	?	Bắc Ireland
北	北緯	ほくい	n	north latitude	16750	? vĩ	vĩ độ bắc
北	北欧	ほくおう	n	Northern Europe; Nordic countries; Scandinavia	16751	? ?	Bắc Âu
本	一本	いっぽん	n	one long cylindrical thing; one film, TV show, etc.; one goal, home run, etc.; one telephone call	4956	nhất bản	một (cây, chai, cuộc gọi)
本	絵本	えほん	n	picture book	5905	? bản	sách tranh
本	基本	きほん	n	basics; fundamentals; basis; foundation	6534	cơ bản	cơ bản, nền tảng
本	基本的	きほんてき	adj-na	fundamental; basic	6535	cơ bản đích	mang tính cơ bản
本	脚本	きゃくほん	n	script; screenplay; scenario	6846	? bản	kịch bản
本	見本	みほん	n	sample; specimen; pattern	7952	kiến bản	mẫu, hàng mẫu
本	見本市	みほんいち	n	trade fair	7953	kiến bản thị	hội chợ triển lãm
本	本	もと	n	origin; source; beginning	7973	bản	gốc, nguồn gốc
毎	毎	ごと	n	each; every	16879	?	mỗi
毎	毎	まい	pref	every (usu. with events, e.g. every weekend); each	16880	?	mỗi
毎	毎に	ごとに	exp	one by one; each; every; at intervals of	16881	?	mỗi, từng
毎	毎回	まいかい	n	every time; each round	16882	? hồi	mỗi lần
毎	毎時	まいじ	n	every hour; hourly	16883	? thì	mỗi giờ
毎	毎週	まいしゅう	n	every week	16884	? chu	mỗi tuần
毎	毎朝	まいあさ	n	every morning	16885	? triều	mỗi sáng
毎	毎度	まいど	adv	each time; every time; always; often	16886	? độ	mỗi lần (luôn luôn)
万	１０万	じゅうまん	num	100,000; hundred thousand	10559	vạn	một trăm nghìn
万	波乱万丈	はらんばんじょう	adj-no	stormy and full of drama; full of ups and downs; with many vicissitudes	15186	ba loạn vạn trượng	đầy thăng trầm, sóng gió
万	１００万	ひゃくまん	num	1,000,000; one million; million	15751	vạn	một triệu
万	万が一	まんがいち	adv	(if) by some chance; by some possibility; in the unlikely event that; 10000 to 1	16912	vạn nhất	lỡ như, nhỡ ra
万	万一	まんいち	n	(unlikely event of) emergency; the worst(-case scenario); 10000 to 1	16913	vạn nhất	trường hợp khẩn cấp
万	万引き	まんびき	n	shoplifting; shoplifter	16914	vạn dẫn	trộm vặt (trong cửa hàng)
万	万国	ばんこく	n	all countries; the whole world; universal; all nations	16915	vạn ?	muôn nước, toàn cầu
万	万事	ばんじ	n	all; everything	16916	vạn sự	mọi việc, tất cả
名	異名	いみょう	n	another name; nickname; alias	4726	? danh	biệt danh
名	汚名	おめい	n	bad name; bad reputation; disgrace; dishonour; dishonor; stigma; infamy	5270	? danh	tai tiếng, ô danh
名	仮名遣い	かなづかい	n	kana orthography; syllabary spelling	5467	? danh khiến	cách viết kana
名	改名	かいめい	n	name change	5857	? danh	đổi tên
名	芸名	げいめい	n	stage name	7676	? danh	nghệ danh
名	功名	こうみょう	n	great achievement; glorious deed; (gaining) fame; (earning) distinction	8428	công danh	công danh, thành tích
名	国名	こくめい	n	country name	8881	? danh	tên nước
名	指名	しめい	n	naming; nominating; designating	9603	chỉ danh	chỉ định, đề cử
木	荒木	あらき	n	logs in bark; rough wood; unseasoned timber; new lumber	8669	hoang mộc	gỗ thô, gỗ chưa xử lý
木	黒木	くろき	n	unbarked lumber	8906	? mộc	gỗ chưa bóc vỏ
木	材木	ざいもく	n	wood (for building); lumber; timber	9199	? mộc	gỗ xây dựng
木	雑木林	ぞうきばやし	n	grove of miscellaneous trees; copse; coppice; thicket	9295	? mộc lâm	rừng cây tạp
木	樹木	じゅもく	n	tree; trees and shrubs	10404	thụ mộc	cây cối
木	植木鉢	うえきばち	n	flowerpot; plant pot	11303	thực mộc ?	chậu cây
木	大木	たいぼく	n	large tree	13309	đại mộc	cây lớn
木	庭木	にわき	n	garden tree	14094	đình mộc	cây vườn
目	一目	ひとめ	n	glance; look; glimpse	4962	nhất mục	một cái nhìn, liếc qua
目	引け目	ひけめ	n	sense of inferiority; one's weak point	5018	dẫn mục	mặc cảm, điểm yếu
目	羽目	はめ	n	panel; wainscoting; wainscotting	5069	võ mục	tấm ván tường
目	演目	えんもく	n	program (musical, concert, theatrical, etc.); programme	5222	diễn mục	tiết mục
目	横目	よこめ	n	sidelong glance	5324	hoạnh mục	liếc nhìn (từ bên cạnh)
目	回目	かいめ	suf	nth time	5799	hồi mục	lần thứ ...
目	皆目	かいもく	adv	entirely; (not) at all	5897	giai mục	hoàn toàn (không), một chút cũng không
目	境目	さかいめ	n	borderline; boundary	7109	cảnh mục	ranh giới
友	学友	がくゆう	n	school friend	6115	? hữu	bạn học
友	血友病	けつゆうびょう	n	hemophilia; haemophilia	7773	huyết hữu bệnh	bệnh máu khó đông
友	交友	こうゆう	n	friend; companion; acquaintance	8342	giao hữu	bạn bè, kết giao
友	親友	しんゆう	n	close friend; bosom friend; buddy; crony; chum	11602	thân hữu	bạn thân
友	盟友	めいゆう	n	sworn friend	17166	? hữu	bạn thề
友	友	とも	n	friend; companion; comrade; pal	17421	hữu	bạn, đồng chí
友	友愛	ゆうあい	n	fraternity; friendship	17422	hữu ?	tình bạn, tình huynh đệ
友	友好	ゆうこう	n	friendship	17423	hữu háo	hữu nghị
来	ことが出来る	ことができる	exp	to be able (to); to be possible (to)	165	xuất ?	có thể (làm được)
来	やって来る	やってくる	exp	to come along; to come around; to turn up	444	?	đến, xuất hiện
来	以来	いらい	n-suf	since; henceforth	4650	? ?	kể từ
来	往来	おうらい	n	coming and going; traffic	5283	vãng ?	đi lại, qua lại
来	家来	けらい	n	retainer; vassal; follower	5581	gia ?	gia thần, người hầu
来	外来	がいらい	adj-no	foreign; imported	5990	ngoại ?	đến từ bên ngoài, ngoại lai
来	外来語	がいらいご	n	loanword (in Japanese, esp. one of Western origin); word of foreign origin	5991	ngoại ? ngữ	từ ngoại lai
来	旧来	きゅうらい	adj-no	traditional; from ancient times; formerly	6974	? ?	từ xưa, truyền thống
立	王立	おうりつ	adj-no	royal (institution)	5345	vương lập	thuộc hoàng gia
立	確立	かくりつ	n	establishment; settlement	6060	xác lập	thiết lập, xác lập
立	顔立ち	かおだち	n	looks; features	6494	nhan lập	đường nét khuôn mặt
立	起立	きりつ	n	standing up	6737	khởi lập	đứng dậy
立	逆立ち	さかだち	n	handstand; headstand	6862	nghịch lập	trồng cây chuối
立	共立	きょうりつ	n	joint; common	7087	cộng lập	đồng sáng lập, chung
立	建立	こんりゅう	n	(act of) building (temple, monument, etc.); erection	7844	kiến lập	xây dựng (đền, đài)
立	献立	こんだて	n	menu; bill of fare	7881	hiến lập	thực đơn
六	十六	じゅうろく	num	sixteen; 16	10561	thập lục	mười sáu
六	六月	ろくがつ	n	June	18190	lục nguyệt	tháng Sáu
六	六十四分音符	ろくじゅうしぶおんぷ	n	64th note; hemidemisemiquaver; semidemisemiquaver	18191	lục thập tứ phân âm bùa	nốt móc tư
六	六日	むいか	n	6th day of the month	18192	lục nhật	ngày mùng 6
六	六	ろく	num	six; 6	18803	lục	sáu
六	六つ	むっつ	num	six	18804	lục	sáu (cái)
六	六十	ろくじゅう	num	sixty; 60	21370	lục thập	sáu mươi
六	十六日	じゅうろくにち	n	16th day of the month	22322	thập lục nhật	ngày 16
話	お世話になる	おせわになる	exp	to receive favor; to receive assistance; to receive help; to be looked after; to be taken care of; to become dependent (on); to become much obliged (to someone); to become indebted	74	thế thoại	được giúp đỡ, được chăm sóc
話	お話中	おはなしちゅう	adj-no	busy (phone)	95	thoại trung	đang bận điện thoại
話	逸話	いつわ	n	anecdote; story; episode	4981	dật thoại	giai thoại
話	英会話	えいかいわ	n	English conversation	5142	anh hội thoại	hội thoại tiếng Anh
話	会話	かいわ	n	conversation; talk; chat	5755	hội thoại	hội thoại, trò chuyện
話	携帯電話	けいたいでんわ	n	mobile phone; cell phone	7578	? ? ? thoại	điện thoại di động
話	公衆電話	こうしゅうでんわ	n	public telephone; pay phone	8391	công ? ? thoại	điện thoại công cộng
話	懇話	こんわ	n	friendly talk; chat	8963	khấn thoại	trò chuyện thân mật
